Nomor Perkara,No,Nama
00011/PID.B/TPKOR/2011/PN.JKT.PST,2,ZAINUL ARIFIN
00011/PID.B/TPKOR/2011/PN.JKT.PST,3,VICTOR A. SIDABUTAR
00011/PID.B/TPKOR/2011/PN.JKT.PST,4,"ROLAND S HUTAHEAN, SH"
00011/PID.B/TPKOR/2011/PN.JKT.PST,5,"YUSUF DARMA PUTRA, SH"
00011/PID.B/TPKOR/2011/PN.JKT.PST,6,"YON YUVIARSO, SH"
00012/PID.B/TPKOR/2011/PN.JKT.PST,1,ZAINUL ARIFIN
00012/PID.B/TPKOR/2011/PN.JKT.PST,2,YULIANTO
00012/PID.B/TPKOR/2011/PN.JKT.PST,3,VICTOR A. SIDABUTAR
00012/PID.B/TPKOR/2011/PN.JKT.PST,4,ROLAND S. HUTAHAEAN
00013/PID.B/TPKOR/2011/PN.JKT.PST,1,"IRENE PUTRI, SH."
00014/PID.B/TPKOR/2011/PN.JKT.PST,1,MOHAMAD RUM
00014/PID.B/TPKOR/2011/PN.JKT.PST,2,RIYONO
00014/PID.B/TPKOR/2011/PN.JKT.PST,3,SISWANTO
00014/PID.B/TPKOR/2011/PN.JKT.PST,4,ANDI SUHARLIS
00015/PID.B/TPKOR/2011/PN.JKT.PST,1,SUWARDJI
00015/PID.B/TPKOR/2011/PN.JKT.PST,2,I. KADEK WIRADANA
00015/PID.B/TPKOR/2011/PN.JKT.PST,3,EDY HARTOYO
00015/PID.B/TPKOR/2011/PN.JKT.PST,4,ANANG SUPRIATNA
